,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Month,Seasons
8169,8169,3333002710,9/17/2014,299000.0,3,1.0,1550,8778,1.0,0.0,0.0,Good,7,1250,300.0,1952,0.0,98118,47.5413,-122.281,2120,7268,9,Summer
8170,8170,1257200115,5/21/2014,1000000.0,4,2.75,2290,6120,2.0,0.0,0.0,Very_Good,7,2170,120.0,1926,0.0,98115,47.6746,-122.327,1910,4590,5,Spring
8171,8171,9183703045,4/20/2015,275000.0,4,2.0,2220,8229,1.5,0.0,0.0,Very_Good,7,2220,0.0,1958,0.0,98030,47.3722,-122.22,1660,8396,4,Spring
8172,8172,7899800905,5/3/2015,475000.0,3,1.75,1150,10240,1.0,0.0,0.0,Good,6,1030,120.0,1918,0.0,98106,47.5222,-122.357,1270,2566,5,Spring
8173,8173,7215400770,6/23/2014,260000.0,4,2.5,2000,37045,2.0,0.0,0.0,Good,8,2000,0.0,1989,0.0,98042,47.3398,-122.071,2390,36868,6,Spring
8174,8174,1139000215,7/18/2014,416000.0,2,1.75,1270,7560,1.5,0.0,0.0,Very_Good,7,1270,0.0,1932,0.0,98133,47.7083,-122.357,1480,7560,7,Summer
8175,8175,9218400088,11/19/2014,495000.0,5,1.0,1810,11205,1.5,0.0,2.0,Good,7,1810,0.0,1915,0.0,98178,47.5099,-122.262,1860,7965,11,Fall
8176,8176,9455200596,1/14/2015,357500.0,3,1.0,1450,8100,1.0,0.0,0.0,Good,6,1450,0.0,1952,0.0,98125,47.7027,-122.289,1450,7800,1,Winter
8177,8177,510002506,8/25/2014,459500.0,2,1.5,1170,1079,3.0,0.0,0.0,Good,7,1170,0.0,2003,0.0,98103,47.6607,-122.333,1170,1116,8,Summer
8178,8178,7212680850,9/3/2014,258000.0,3,2.5,1730,6930,2.0,0.0,0.0,Good,8,1730,0.0,1994,0.0,98003,47.2621,-122.308,1780,6930,9,Summer
8179,8179,5229300085,4/11/2015,600000.0,3,2.25,2680,98445,1.0,0.0,0.0,Excellent,8,2680,0.0,1962,0.0,98059,47.5015,-122.108,2340,98445,4,Spring
8180,8180,7436000205,9/19/2014,665000.0,3,1.0,1260,24550,1.5,0.0,2.0,Very_Good,7,1260,0.0,1937,0.0,98136,47.5442,-122.396,2500,12320,9,Summer
8181,8181,425200205,10/3/2014,165000.0,3,1.5,1020,10152,1.0,0.0,0.0,Excellent,6,1020,0.0,1959,0.0,98056,47.4971,-122.168,1320,8892,10,Fall
8182,8182,7138200150,5/18/2014,297000.0,5,2.5,1970,8605,2.0,0.0,0.0,Very_Good,7,1970,0.0,1994,0.0,98022,47.1944,-122.013,1970,8460,5,Spring
8183,8183,1782000180,10/23/2014,350000.0,2,1.0,830,5100,1.0,0.0,0.0,Very_Good,7,830,0.0,1942,0.0,98126,47.5259,-122.379,1220,5100,10,Fall
8184,8184,3623500205,5/13/2014,2450000.0,4,4.5,5030,11023,2.0,0.0,2.0,Good,11,3250,1780.0,2008,0.0,98040,47.5722,-122.236,3640,11490,5,Spring
8185,8185,1423200110,5/13/2015,180000.0,2,1.0,800,9450,1.0,0.0,0.0,Good,6,800,0.0,1958,0.0,98058,47.4563,-122.184,1090,9450,5,Spring
8186,8186,797000256,4/7/2015,339950.0,3,1.75,1330,12092,1.0,0.0,0.0,Very_Good,6,720,610.0,1981,0.0,98168,47.5102,-122.324,1770,11770,4,Spring
8187,8187,9357000215,1/27/2015,365000.0,3,1.0,1030,4700,1.0,0.0,0.0,Good,7,1030,0.0,1952,0.0,98146,47.5118,-122.377,1030,4700,1,Winter
8188,8188,2526069095,6/5/2014,955000.0,4,4.25,5660,193593,2.0,0.0,0.0,Good,10,4100,1560.0,2001,0.0,98019,47.7064,-121.981,3620,207141,6,Spring
8189,8189,6908200650,5/27/2014,732000.0,3,2.5,2330,1987,2.0,0.0,4.0,Good,9,1410,920.0,2004,0.0,98107,47.6735,-122.405,2640,5250,5,Spring
8190,8190,5021900175,6/16/2014,500000.0,3,1.75,1540,10800,1.0,0.0,0.0,Excellent,6,770,770.0,1947,0.0,98040,47.5763,-122.222,2020,10800,6,Spring
8191,8191,4038700220,2/13/2015,610000.0,6,2.75,2040,8560,1.0,0.0,2.0,Very_Good,7,1100,940.0,1961,0.0,98008,47.61600000000001,-122.115,2230,8560,2,Winter
8192,8192,9455200205,6/4/2014,525000.0,3,2.0,1540,7800,1.0,0.0,0.0,Good,8,1540,0.0,2004,0.0,98125,47.7041,-122.288,1510,7800,6,Spring
8193,8193,5379804470,6/17/2014,170000.0,4,1.0,1920,13787,1.0,0.0,0.0,Very_Good,7,1220,700.0,1966,0.0,98188,47.4502,-122.277,1490,11200,6,Spring
8194,8194,2517000150,7/13/2014,300000.0,3,2.5,1870,3439,2.0,0.0,0.0,Good,7,1870,0.0,2005,0.0,98042,47.3992,-122.163,2190,4029,7,Summer
8195,8195,9264930770,10/29/2014,389500.0,5,3.5,2960,12527,2.0,0.0,0.0,Good,9,1940,1020.0,1986,0.0,98023,47.3134,-122.35,2210,10952,10,Fall
8196,8196,4197400043,2/19/2015,330000.0,3,1.5,1690,10250,1.0,0.0,0.0,Very_Good,7,1690,0.0,1955,0.0,98166,47.4531,-122.344,1990,11084,2,Winter
8197,8197,2329800330,11/14/2014,269950.0,3,2.25,1610,7187,2.0,0.0,0.0,Good,7,1610,0.0,1988,0.0,98042,47.3764,-122.117,1640,7194,11,Fall
8198,8198,7899800450,8/28/2014,107000.0,2,1.0,670,4720,1.0,0.0,0.0,Very_Good,6,670,0.0,1948,0.0,98106,47.5243,-122.358,1480,4720,8,Summer
8199,8199,2895110062,12/2/2014,249000.0,3,1.0,1752,14626,2.0,0.0,2.0,Good,8,1752,0.0,2005,0.0,98032,47.3755,-122.278,1800,9000,12,Winter
8200,8200,3448001285,8/18/2014,442500.0,4,2.0,1540,5920,1.5,0.0,0.0,Excellent,7,1540,0.0,1935,0.0,98125,47.7148,-122.301,1630,6216,8,Summer
8201,8201,521079025,4/17/2015,579000.0,3,2.5,3160,286181,2.0,0.0,3.0,Good,9,3160,0.0,2002,0.0,98010,47.3401,-121.946,2110,94663,4,Spring
8202,8202,624069098,1/21/2015,621500.0,3,1.75,2570,39634,2.0,0.0,0.0,Good,8,2570,291.851723974838,1984,0.0,98075,47.596,-122.08,2990,39634,1,Winter
8203,8203,2946003580,11/19/2014,203000.0,3,1.5,1370,7500,1.0,0.0,0.0,Good,7,1080,290.0,1958,0.0,98198,47.4167,-122.322,1400,7500,11,Fall
8204,8204,7227500450,9/9/2014,222900.0,2,1.0,860,5800,1.0,0.0,0.0,Excellent,5,860,0.0,1942,0.0,98056,47.4979,-122.183,900,6000,9,Summer
8205,8205,2322069100,4/9/2015,453000.0,2,1.5,1680,17400,1.5,0.0,0.0,Good,7,1680,0.0,1991,0.0,98038,47.3836,-122.006,1610,27600,4,Spring
8206,8206,2144800615,6/25/2014,190000.0,1,0.75,930,29258,1.0,0.0,0.0,Good,6,930,0.0,1941,0.0,98178,47.4837,-122.236,2000,18321,6,Spring
8207,8207,1432900150,4/6/2015,320000.0,4,1.75,1820,7381,1.0,0.0,0.0,Excellent,7,1150,670.0,1962,0.0,98058,47.4567,-122.171,1610,8462,4,Spring
8208,8208,7942601810,12/10/2014,733500.0,3,1.5,2120,4370,1.5,0.0,0.0,Good,8,2120,0.0,1904,0.0,98122,47.606,-122.307,1960,5120,12,Winter
8209,8209,7302900090,2/18/2015,555000.0,4,2.25,3330,21785,2.0,0.0,0.0,Good,9,3330,0.0,1994,0.0,98059,47.4725,-122.136,3330,21796,2,Winter
8210,8210,2310050110,12/15/2014,364950.0,3,2.25,2520,6170,2.0,0.0,0.0,Good,7,1850,670.0,2003,0.0,98038,47.3522,-122.042,2260,6967,12,Winter
8211,8211,6743700090,11/20/2014,490000.0,3,1.75,1560,9247,1.0,0.0,0.0,Good,7,1160,400.0,1989,0.0,98033,47.6954,-122.174,1690,8772,11,Fall
8212,8212,3935900093,4/27/2015,688000.0,5,1.75,2250,13526,1.0,0.0,1.0,Good,8,1350,291.851723974838,1957,0.0,98125,47.7108,-122.279,2580,10078,4,Spring
8213,8213,123039279,7/11/2014,165000.0,2,1.0,640,7768,1.0,0.0,0.0,Good,6,640,0.0,1942,0.0,98106,47.515,-122.359,840,7424,7,Summer
8214,8214,4307350730,11/13/2014,506000.0,5,3.75,3880,8370,2.0,0.0,0.0,Very_Good,7,3880,0.0,2004,0.0,98056,47.4811,-122.179,2160,4651,11,Fall
8215,8215,1954700610,12/9/2014,2190000.0,3,2.25,3360,7108,2.0,0.0,0.0,Good,10,2770,590.0,1905,2004.0,98112,47.6187,-122.284,3450,8558,12,Winter
8216,8216,8155500110,4/29/2015,754000.0,5,1.75,2350,7800,1.0,0.0,0.0,Very_Good,8,1510,840.0,1968,0.0,98008,47.6225,-122.107,2220,8400,4,Spring
8217,8217,7129303045,4/17/2015,949950.0,5,2.5,2340,1989,2.0,1.0,4.0,Good,8,2340,0.0,1959,0.0,98118,47.5193,-122.257,2200,3230,4,Spring
8218,8218,6021503451,8/22/2014,443600.0,3,2.5,1430,1056,3.0,0.0,0.0,Good,8,1430,0.0,2003,0.0,98117,47.684,-122.388,1310,2135,8,Summer
8219,8219,3793400360,8/14/2014,380600.0,3,2.5,1920,12244,2.0,0.0,0.0,Good,7,1920,0.0,1998,0.0,98019,47.7256,-121.97,1920,11859,8,Summer
8220,8220,7504101280,1/26/2015,722800.0,3,3.25,4330,14600,2.0,0.0,0.0,Good,10,3630,700.0,1985,0.0,98074,47.6341,-122.044,3220,12672,1,Winter
8221,8221,3331500121,2/10/2015,342888.0,2,1.0,790,5150,1.0,0.0,0.0,Very_Good,6,790,0.0,1948,0.0,98118,47.5528,-122.272,1460,5150,2,Winter
8222,8222,438000015,9/16/2014,555000.0,4,1.75,2350,5946,1.0,0.0,2.0,Good,8,1350,1000.0,1957,0.0,98115,47.6879,-122.298,2060,6000,9,Summer
8223,8223,5366200205,6/3/2014,613000.0,3,2.5,1350,3068,2.0,0.0,0.0,Good,7,1350,0.0,1991,0.0,98122,47.6099,-122.293,1900,4000,6,Spring
8224,8224,2026049067,7/2/2014,480000.0,3,2.0,1470,10052,1.0,0.0,0.0,Very_Good,8,1470,0.0,1956,0.0,98125,47.726000000000006,-122.316,1480,9780,7,Summer
8225,8225,3885808035,3/16/2015,619500.0,6,1.5,1680,5202,1.5,0.0,0.0,Not_Good,7,1680,0.0,1911,0.0,98033,47.6798,-122.206,1890,5500,3,Winter
8226,8226,1494300040,6/24/2014,437000.0,4,2.5,1890,8505,1.0,0.0,0.0,Good,8,1290,600.0,1980,0.0,98052,47.6796,-122.115,1720,9600,6,Spring
8227,8227,6071200195,4/8/2015,621000.0,4,2.5,2030,9905,1.0,0.0,0.0,Very_Good,8,2030,0.0,1959,0.0,98006,47.5518,-122.184,2130,10008,4,Spring
8228,8228,1257202215,7/14/2014,810000.0,4,1.75,1760,4080,1.5,0.0,0.0,Very_Good,8,1760,0.0,1906,0.0,98103,47.675,-122.331,1760,6120,7,Summer
8229,8229,5589300145,5/27/2014,415000.0,3,2.25,1950,8868,1.0,0.0,0.0,Good,7,1350,600.0,1964,0.0,98155,47.7538,-122.312,1300,8880,5,Spring
8230,8230,293000145,11/13/2014,250000.0,4,1.0,1440,7404,1.0,0.0,0.0,Good,6,1080,360.0,1918,0.0,98126,47.5328,-122.379,1620,7436,11,Fall
8231,8231,4315701163,4/13/2015,585000.0,3,1.5,2230,6000,1.0,0.0,1.0,Good,8,1260,970.0,1968,0.0,98136,47.5373,-122.395,2120,7200,4,Spring
8232,8232,6163900981,5/28/2014,220000.0,3,1.0,1180,5002,1.5,0.0,0.0,Good,7,1180,0.0,1946,0.0,98155,47.7529,-122.324,1470,8410,5,Spring
8233,8233,4157600120,4/22/2015,580000.0,5,2.5,2500,11900,1.0,0.0,0.0,Good,7,1400,1100.0,1963,0.0,98007,47.5915,-122.132,2820,11900,4,Spring
8234,8234,3262301355,7/25/2014,1320000.0,3,2.75,2680,20104,1.0,0.0,0.0,Excellent,9,1820,860.0,1964,0.0,98039,47.6304,-122.234,3060,19837,7,Summer
8235,8235,4376700330,8/1/2014,675000.0,4,2.5,2040,9225,1.0,0.0,0.0,Excellent,8,1610,430.0,1968,0.0,98052,47.636,-122.097,1730,9225,8,Summer
8236,8236,8691370330,10/29/2014,695000.0,4,2.75,2660,7389,2.0,0.0,0.0,Good,9,2660,0.0,2002,0.0,98075,47.5993,-121.977,2820,7388,10,Fall
8237,8237,5078400090,12/9/2014,915000.0,5,2.75,2580,7630,1.0,0.0,0.0,Very_Good,7,1730,850.0,1954,0.0,98004,47.6226,-122.205,2040,7717,12,Winter
8238,8238,5272200040,11/21/2014,375000.0,3,1.0,1000,6947,1.0,0.0,0.0,Very_Good,7,1000,0.0,1947,0.0,98125,47.7142,-122.319,1000,6947,11,Fall
8239,8239,2997800015,4/7/2015,500000.0,3,1.5,1330,1265,2.0,0.0,0.0,Good,8,1140,190.0,2008,0.0,98116,47.5773,-122.409,1330,1264,4,Spring
8240,8240,2780900220,12/26/2014,335000.0,2,2.0,1420,5185,1.0,0.0,0.0,Good,7,1420,0.0,2004,0.0,98038,47.3543,-122.022,2140,4890,12,Winter
8241,8241,4463400195,7/18/2014,170000.0,2,1.0,1280,21750,1.5,0.0,0.0,Excellent,6,1280,0.0,1912,0.0,98001,47.3096,-122.241,1520,21750,7,Summer
8242,8242,844001485,4/29/2015,320900.0,5,2.5,2200,8500,1.0,0.0,0.0,Very_Good,7,1400,800.0,1971,0.0,98010,47.3073,-122.006,1360,8855,4,Spring
8243,8243,8123450300,3/6/2015,508000.0,3,1.75,1800,8462,1.0,0.0,0.0,Good,8,1440,360.0,1978,0.0,98052,47.6623,-122.141,2210,8436,3,Winter
8244,8244,7137800300,7/8/2014,228950.0,3,1.75,1200,9085,1.0,0.0,0.0,Very_Good,7,1200,0.0,1968,0.0,98023,47.2795,-122.353,1200,9085,7,Summer
8245,8245,7972600910,5/7/2015,433000.0,4,2.0,1840,4760,1.5,0.0,0.0,Very_Good,6,1080,760.0,1929,0.0,98106,47.5297,-122.349,1170,5950,5,Spring
8246,8246,7452500770,9/8/2014,267500.0,2,1.0,960,5150,1.0,0.0,0.0,Excellent,6,960,0.0,1951,0.0,98126,47.5201,-122.372,1010,5000,9,Summer
8247,8247,5250300035,10/8/2014,910000.0,4,1.5,2890,9000,2.0,0.0,4.0,Good,8,2090,800.0,1939,0.0,98118,47.5682,-122.274,2550,8400,10,Fall
8248,8248,9517200610,3/3/2015,370000.0,3,1.75,1290,10117,1.0,0.0,0.0,Good,7,1290,0.0,1984,0.0,98072,47.7598,-122.146,1770,11839,3,Winter
8249,8249,952004570,12/6/2014,320000.0,2,1.0,1140,3834,1.5,0.0,0.0,Good,6,1140,0.0,1911,0.0,98126,47.5642,-122.378,1190,5750,12,Winter
8250,8250,579002600,10/1/2014,660000.0,3,1.75,1750,5200,1.0,0.0,1.0,Very_Good,8,1750,0.0,1956,0.0,98117,47.6995,-122.383,2060,5200,10,Fall
8251,8251,4351300978,8/26/2014,787888.0,4,2.25,2580,21115,2.0,0.0,0.0,Very_Good,9,2580,0.0,1977,0.0,98040,47.5566,-122.219,2690,10165,8,Summer
8252,8252,1152700090,12/18/2014,329000.0,4,2.5,2650,5880,2.0,0.0,0.0,Good,9,2650,0.0,2005,0.0,98042,47.3509,-122.165,2610,6490,12,Winter
8253,8253,3179100720,12/3/2014,602000.0,2,1.0,1470,6398,1.0,0.0,0.0,Very_Good,7,970,500.0,1941,0.0,98105,47.6716,-122.279,1950,6398,12,Winter
8254,8254,5628300015,11/6/2014,375000.0,3,2.0,1640,9750,1.0,0.0,0.0,Good,7,1640,0.0,1959,0.0,98028,47.7425,-122.241,1340,9750,11,Fall
8255,8255,1900000035,5/5/2015,212000.0,1,1.0,620,7620,1.0,0.0,0.0,Good,6,620,0.0,1926,0.0,98166,47.4697,-122.349,1160,7620,5,Spring
8256,8256,1105000432,8/22/2014,224000.0,3,1.5,1440,8370,1.0,0.0,0.0,Good,7,1440,0.0,1977,0.0,98118,47.5418,-122.275,1440,8370,8,Summer
8257,8257,1402810150,3/10/2015,315500.0,3,2.0,1160,10079,1.0,0.0,0.0,Good,7,1160,0.0,1986,0.0,98019,47.7341,-121.976,1130,10087,3,Winter
8258,8258,2163900028,1/28/2015,350000.0,2,1.0,1070,2880,1.0,0.0,0.0,Good,7,1070,0.0,1902,0.0,98102,47.6261,-122.324,2030,2880,1,Winter
8259,8259,5409000110,5/6/2015,389000.0,6,4.5,3560,14010,2.0,0.0,0.0,Good,7,3560,0.0,1989,0.0,98002,47.3244,-122.217,1710,11116,5,Spring
8260,8260,8687800100,7/13/2014,285000.0,3,1.75,1720,13104,1.0,0.0,0.0,Very_Good,7,1720,0.0,1962,0.0,98168,47.4709,-122.26,1840,13104,7,Summer
8261,8261,8563300085,12/1/2014,425000.0,3,1.75,1530,9800,1.0,0.0,0.0,Excellent,8,1530,0.0,1958,0.0,98133,47.7655,-122.336,1660,9800,12,Winter
8262,8262,7140200330,3/9/2015,190000.0,3,1.75,1270,7875,1.0,0.0,0.0,Very_Good,7,1270,0.0,1980,0.0,98030,47.3696,-122.17,1830,7210,3,Winter
8263,8263,2124069103,5/5/2015,374000.0,3,1.75,1510,18439,1.0,0.0,0.0,Good,7,1510,0.0,1971,0.0,98027,47.5491,-122.046,1600,34326,5,Spring
8264,8264,1703401110,8/7/2014,292000.0,2,1.0,880,5500,1.0,0.0,0.0,Good,6,880,0.0,1904,0.0,98118,47.5573,-122.289,1080,5500,8,Summer
8265,8265,6046400755,5/11/2015,475000.0,5,1.75,2020,5100,1.5,0.0,0.0,Excellent,7,1320,700.0,1911,0.0,98103,47.6915,-122.345,1130,5100,5,Spring
8266,8266,5309100450,3/30/2015,546500.0,3,2.5,1410,2675,1.0,0.0,0.0,Good,7,820,590.0,1985,0.0,98117,47.6786,-122.371,1410,4013,3,Winter
8267,8267,3883800011,11/5/2014,82000.0,3,1.0,860,10426,1.0,0.0,0.0,Good,6,860,0.0,1954,0.0,98146,47.4987,-122.341,1140,11250,11,Fall
8268,8268,3883800011,4/8/2015,219900.0,3,1.0,860,10426,1.0,0.0,0.0,Good,6,860,0.0,1954,0.0,98146,47.4987,-122.341,1140,11250,4,Spring
8269,8269,4315700175,6/12/2014,440000.0,3,1.0,1210,5750,1.5,0.0,0.0,Very_Good,7,1210,0.0,1910,0.0,98136,47.5403,-122.391,1160,5000,6,Spring
8270,8270,221029019,4/28/2015,400000.0,3,2.5,2090,32718,2.0,1.0,4.0,Good,7,1550,540.0,1919,0.0,98070,47.3338,-122.511,1200,192268,4,Spring
8271,8271,4035900085,11/17/2014,453000.0,3,1.75,1430,20193,1.0,0.0,0.0,Good,7,1430,0.0,1955,0.0,98006,47.5619,-122.183,2140,18364,11,Fall
8272,8272,3438500781,8/12/2014,330000.0,6,3.25,2120,6893,1.0,0.0,0.0,Very_Good,7,1060,1060.0,1983,0.0,98106,47.5508,-122.355,1380,6986,8,Summer
8273,8273,8097000330,7/21/2014,359950.0,3,2.75,2540,8604,2.0,0.0,0.0,Good,8,2540,0.0,1991,0.0,98092,47.3209,-122.185,2260,7438,7,Summer
8274,8274,8677300720,6/17/2014,616000.0,4,2.5,2490,12929,2.0,0.0,0.0,Good,9,2490,0.0,1983,0.0,98074,47.6161,-122.021,2440,12929,6,Spring
8275,8275,3644100072,11/7/2014,245000.0,2,1.0,670,2356,1.0,0.0,0.0,Excellent,6,670,0.0,1960,0.0,98144,47.5918,-122.295,1220,1740,11,Fall
8276,8276,1453602284,11/3/2014,296000.0,2,2.0,1320,2040,3.0,0.0,0.0,Good,7,1320,0.0,1997,0.0,98125,47.7224,-122.291,1430,2040,11,Fall
8277,8277,4365700450,11/6/2014,193000.0,2,1.0,950,9000,1.0,0.0,0.0,Good,6,950,0.0,1924,0.0,98106,47.5219,-122.361,1000,8280,11,Fall
8278,8278,9268200315,8/28/2014,456000.0,3,2.0,1870,8442,1.5,0.0,0.0,Excellent,7,1060,810.0,1927,0.0,98117,47.6964,-122.365,1640,6174,8,Summer
8279,8279,4358700141,4/27/2015,480000.0,4,1.75,1840,9250,1.0,0.0,0.0,Very_Good,7,980,860.0,1956,0.0,98133,47.708,-122.337,1520,9250,4,Spring
8280,8280,4310701577,5/9/2014,382000.0,3,3.25,1410,1253,3.0,0.0,0.0,Good,8,1410,0.0,2005,0.0,98103,47.6981,-122.34,1410,1253,5,Spring
8281,8281,9828200762,6/28/2014,650000.0,2,1.0,1050,2542,1.0,0.0,0.0,Good,7,880,170.0,1904,0.0,98122,47.6172,-122.298,1620,1809,6,Spring
8282,8282,2026049097,11/25/2014,431750.0,2,2.0,1400,10052,1.0,0.0,0.0,Good,8,1400,0.0,1957,0.0,98125,47.7262,-122.316,1400,8785,11,Fall
8283,8283,6639900219,5/11/2015,419900.0,3,2.5,1630,1755,2.0,0.0,0.0,Good,8,1320,310.0,1997,0.0,98033,47.691,-122.176,1920,14550,5,Spring
8284,8284,2521039066,12/29/2014,315000.0,3,2.0,1900,9513,1.0,0.0,0.0,Good,8,1900,0.0,1995,0.0,98023,47.2843,-122.357,1790,8028,12,Winter
8285,8285,5649300120,4/20/2015,597500.0,4,3.0,1890,35280,1.0,0.0,0.0,Good,9,1510,380.0,1979,0.0,98052,47.7112,-122.099,2730,34525,4,Spring
8286,8286,1774230300,3/6/2015,615000.0,3,2.5,2980,43301,1.0,0.0,0.0,Very_Good,8,1930,1050.0,1978,0.0,98077,47.7631,-122.093,2890,35915,3,Winter
8287,8287,7313200120,10/31/2014,605000.0,4,3.25,2885,33671,2.0,0.0,0.0,Very_Good,8,2885,0.0,1984,0.0,98027,47.5174,-122.046,1910,16000,10,Fall
8288,8288,4137010540,4/1/2015,220000.0,3,2.5,1980,11900,2.0,0.0,0.0,Good,8,1980,0.0,1990,0.0,98092,47.2656,-122.217,2130,9933,4,Spring
8289,8289,7844200120,4/13/2015,340000.0,4,2.5,3020,8750,1.0,0.0,0.0,Good,8,1710,1310.0,1960,0.0,98188,47.4298,-122.29,1900,8750,4,Spring
8290,8290,1923099058,10/15/2014,620000.0,4,2.5,2980,210395,2.0,0.0,0.0,Good,9,2980,0.0,2001,0.0,98045,47.4575,-121.707,2530,45596,10,Fall
8291,8291,7922710690,5/19/2014,602000.0,5,1.75,3290,11900,1.5,0.0,0.0,Good,8,3290,0.0,1973,0.0,98052,47.6626,-122.141,2210,8549,5,Spring
8292,8292,2624049165,5/13/2014,575000.0,3,1.75,1580,11750,1.0,0.0,0.0,Very_Good,7,1180,400.0,1951,0.0,98118,47.5368,-122.265,2150,11750,5,Spring
8293,8293,7575600100,5/2/2014,285000.0,3,2.5,2090,10834,1.0,0.0,0.0,Very_Good,8,1360,730.0,1987,0.0,98003,47.3537,-122.303,1750,8595,5,Spring
8294,8294,3450400330,2/20/2015,306500.0,3,1.5,1100,8140,1.0,0.0,0.0,Very_Good,7,1100,0.0,1965,0.0,98059,47.5004,-122.162,1430,7700,2,Winter
8295,8295,4307300930,1/2/2015,325000.0,3,2.5,1870,3480,2.0,0.0,0.0,Good,7,1870,0.0,2002,0.0,98056,47.4831,-122.183,2160,3480,1,Winter
8296,8296,3288301030,3/19/2015,623000.0,3,2.75,2390,21804,1.0,0.0,0.0,Good,8,1450,940.0,1973,0.0,98034,47.7339,-122.183,2390,10136,3,Winter
8297,8297,5466350120,3/11/2015,256500.0,3,2.0,1320,8568,1.0,0.0,0.0,Good,7,1320,0.0,1993,0.0,98042,47.3904,-122.164,1600,8463,3,Winter
8298,8298,3791410210,11/17/2014,473000.0,5,3.5,3430,6872,2.0,0.0,0.0,Good,10,2830,600.0,2002,0.0,98031,47.4065,-122.207,3650,6600,11,Fall
8299,8299,1795900120,10/29/2014,549000.0,3,2.5,2250,9235,2.0,0.0,0.0,Good,8,2250,0.0,1985,0.0,98052,47.7268,-122.105,2290,8187,10,Fall
8300,8300,8656300385,3/17/2015,305000.0,3,1.0,1710,19115,1.0,0.0,0.0,Good,6,1710,0.0,1986,0.0,98014,47.65600000000001,-121.913,1650,15144,3,Winter
8301,8301,6649250410,2/4/2015,317000.0,4,2.5,2160,8049,2.0,0.0,0.0,Good,9,2160,0.0,1988,0.0,98001,47.3337,-122.26,2490,8995,2,Winter
8302,8302,1426049054,7/1/2014,450000.0,3,1.75,1400,13775,1.0,0.0,0.0,Good,8,1400,0.0,1963,0.0,98028,47.7413,-122.259,2200,10450,7,Summer
8303,8303,7841300535,4/9/2015,225000.0,2,2.5,1560,5333,1.0,0.0,0.0,Good,5,780,780.0,1947,0.0,98055,47.4749,-122.213,1010,4800,4,Spring
8304,8304,2867700035,2/12/2015,500000.0,5,2.0,2300,7897,2.5,0.0,0.0,Very_Good,8,2300,0.0,1956,0.0,98133,47.7556,-122.356,2030,7902,2,Winter
8305,8305,2658000215,8/12/2014,207000.0,2,1.0,820,4860,1.0,0.0,0.0,Excellent,6,820,0.0,1955,0.0,98118,47.5298,-122.271,1240,6000,8,Summer
8306,8306,7100000120,8/18/2014,474900.0,3,1.0,1630,8308,1.5,0.0,0.0,Good,7,1630,0.0,1948,0.0,98146,47.5075,-122.378,1170,8308,8,Summer
8307,8307,200300210,7/1/2014,515000.0,3,2.5,2010,7200,2.0,0.0,0.0,Good,8,2010,0.0,1994,0.0,98028,47.7372,-122.223,1970,7202,7,Summer
8308,8308,1868903130,2/12/2015,542000.0,4,1.0,1540,5000,1.5,0.0,0.0,Very_Good,7,1090,450.0,1922,0.0,98115,47.6754,-122.294,1590,5000,2,Winter
8309,8309,7385310040,6/5/2014,725000.0,4,2.75,2420,10962,1.0,0.0,0.0,Good,8,1530,890.0,1977,0.0,98007,47.6218,-122.152,2620,13200,6,Spring
8310,8310,5104510210,3/9/2015,314950.0,3,2.5,1690,4533,2.0,0.0,0.0,Good,7,1690,0.0,2003,0.0,98038,47.3575,-122.016,1830,5175,3,Winter
8311,8311,9517200180,11/6/2014,375000.0,3,2.0,1410,10078,1.0,0.0,0.0,Very_Good,6,1410,0.0,1983,0.0,98072,47.7587,-122.144,2090,9202,11,Fall
8312,8312,1725079061,7/10/2014,500000.0,3,1.75,1640,47044,1.0,0.0,0.0,Good,7,1640,0.0,1989,0.0,98014,47.654,-121.94,2280,200811,7,Summer
8313,8313,2141310820,6/24/2014,689000.0,3,1.75,2200,9840,1.0,0.0,0.0,Excellent,8,1500,700.0,1978,0.0,98006,47.559,-122.136,2410,9623,6,Spring
8314,8314,2902200234,12/9/2014,525000.0,3,2.25,1290,1182,2.0,0.0,0.0,Good,8,1000,290.0,2006,0.0,98102,47.637,-122.327,1300,1169,12,Winter
8315,8315,1443500395,5/4/2015,360000.0,3,1.5,1060,6232,1.0,0.0,0.0,Very_Good,7,1060,0.0,1968,0.0,98118,47.5329,-122.271,1120,5379,5,Spring
8316,8316,2391601010,8/20/2014,425000.0,3,1.0,1240,5750,1.0,0.0,0.0,Very_Good,6,1240,0.0,1948,0.0,98116,47.56399999999999,-122.398,1240,5750,8,Summer
8317,8317,7129303970,3/4/2015,239950.0,2,1.0,1280,5500,1.0,0.0,0.0,Good,7,1280,0.0,1949,0.0,98118,47.5179,-122.264,1270,5500,3,Winter
8318,8318,567000025,4/2/2015,577500.0,2,2.5,2330,3000,2.0,0.0,3.0,Good,8,2330,0.0,1915,1994.0,98144,47.5953,-122.294,1760,4000,4,Spring
8319,8319,2493200195,5/2/2014,615000.0,3,1.75,2360,7291,1.0,0.0,0.0,Very_Good,8,1360,1000.0,1948,0.0,98136,47.5274,-122.384,1860,5499,5,Spring
